"gene","is_responsive","max_celltype","max_mean","second_mean"
"AT1G01580",FALSE,"columella",0.319875190761754,0.244282718632009
"AT1G01600",FALSE,"protoxylem ERS-",0.00477840439932567,0.00357703688021615
"AT1G01610",FALSE,"endodermis ERS-",0.0322582265623456,0.0192528354716924
"AT1G01620",FALSE,"protophloem ERS+",3.8317114053941,3.78214852474843
"AT1G01630",FALSE,"cortex ERS-",0.951002760706871,0.810747844432165
"AT1G01640",FALSE,"columella",0.273341120809654,0.258118784691171
"AT1G01650",FALSE,"metaxylem ERS+",0.378617679098856,0.341554866677778
"AT1G04027",FALSE,"endodermis ERS+",0.000527988809797399,0
"AT1G01660",FALSE,"hair cells ERS-",0.0785300965061192,0.015857240049032
"AT1G01670",FALSE,"cortex ERS+",0.0150330335724197,0.0143056031374352
"AT1G01680",FALSE,"endodermis ERS+",0.00610576056567899,0.00488537041308884
"AT1G01690",FALSE,"epidermis early",0.0377549166106011,0.0369301631084535
"AT1G01695",FALSE,"endodermis ERS+",0.00525731243869464,0.00372955319141067
"AT1G04037",FALSE,"protoxylem ERS-",0.00672208189684553,0.00191781276282033
"AT1G01710",FALSE,"protoxylem ERS+",0.133219867944234,0.10683602259983
"AT1G01715",FALSE,"epidermis early",0.112739320293143,0.0377908629323165
"AT1G04043",FALSE,"non-hair cells",0.000527631160417624,0.000524223996624971
"AT1G01720",FALSE,"endodermis ERS+",2.30057035022301,2.12962727876021
"AT1G01725",FALSE,"metaphloem ERS-",0.18826344795821,0.167179359942308
"AT1G04047",FALSE,"hair cells ERS-",0.195792621768981,0.168533148466627
"AT1G01730",FALSE,"protoxylem early",0.379375552050468,0.288666743505065
"AT1G01740",FALSE,"epidermis early",0.00702965180007384,0.0021470772865315
"AT1G01750",TRUE,"hair cells ERS-",2.13782255283368,1.00597852669527
"AT1G04053",FALSE,"epidermis early",0.0184900801659168,0.0117825366620026
"AT1G01760",FALSE,"columella",0.0120755718383458,0.0112254025450765
"AT1G01770",FALSE,"protoxylem early",0.465529734940362,0.245109666072846
"AT1G01780",FALSE,"protoxylem early",0.860763365059632,0.495334278200628
"AT1G01790",FALSE,"protoxylem early",0.0829398939280181,0.0823337418084318
"AT1G01800",FALSE,"cortex ERS+",1.31696827558908,1.20100419886255
"AT1G01810",FALSE,"columella",0.15036540345704,0.122671028163429
"AT1G01820",FALSE,"non-hair cells",0.400130531115974,0.393878910089357
"AT1G01830",FALSE,"cortex ERS+",0.331615219758679,0.268545657889525
"AT1G04067",FALSE,"xpp ERS-",0.00118429271251416,0.00109206160343572
"AT1G01840",FALSE,"protophloem ERS+",0.0372491001938446,0.0330026203730311
"AT1G01860",FALSE,"xpp ERS+",0.036710590548866,0.0349905407718669
"AT1G01880",FALSE,"protophloem ERS+",0.0132610762438822,0.0114937467828629
"AT1G01900",FALSE,"protoxylem early",1.17801422198541,0.620470514811242
"AT1G01910",FALSE,"hair cells early",0.841200243121574,0.67518368923076
"AT1G01920",FALSE,"epidermis early",0.260773172565276,0.171729191497914
"AT1G01930",FALSE,"hair cells ERS+",0.0675260735418782,0.0639854829739832
"AT1G01940",FALSE,"epidermis early",0.451033454162053,0.381943373043337
"AT1G01950",FALSE,"endodermis ERS+",0.117899158100309,0.111914477753087
"AT1G01960",FALSE,"protoxylem early",0.352949325356045,0.313915725507984
"AT1G01970",FALSE,"epidermis early",0.0366381389154928,0.0285130643398441
"AT1G01980",FALSE,"epidermis early",0.00041133131032754,0.000240035639184072
"AT1G01990",FALSE,"columella",0.182527940583363,0.176027953955828
"AT1G02000",FALSE,"protoxylem early",0.485468856727277,0.354621420134731
"AT1G02010",FALSE,"protophloem ERS+",0.0387014009682706,0.0259603232841569
"AT1G02020",FALSE,"ppp ERS+",0.0248660176983304,0.0243151429118201
"AT1G02030",FALSE,"protophloem ERS+",0.0636952260762045,0.017687884295093
"AT1G02040",FALSE,"hair cells early",0.00590188484171801,0.0028073568428956
"AT1G02050",FALSE,"epidermis early",0.0404134486411243,0.0167404245800444
"AT1G02060",FALSE,"epidermis early",0.00384579936415609,0.0024138273012561
"AT1G02070",FALSE,"root cap lateral",0.026850038635434,0.0231284058189759
"AT1G02080",FALSE,"columella",0.380321677590764,0.363786558063433
"AT1G02090",FALSE,"epidermis early",0.520380700544714,0.469106498602299
"AT1G02100",FALSE,"hair cells ERS+",0.301311575170225,0.297268825136701
"AT1G02110",FALSE,"epidermis early",0.0705731138981497,0.0407088309912722
"AT1G02120",FALSE,"protoxylem ERS+",0.199606166595126,0.152602597217092
"AT1G02130",FALSE,"metaxylem ERS-",0.690353935634068,0.688346404351392
"AT1G04087",FALSE,"protoxylem early",0.00323534642640159,0.00238303766530616
"AT1G02140",FALSE,"epidermis early",1.41106440796885,1.27414573748142
"AT1G02145",FALSE,"hair cells early",0.13835914105149,0.119507573867407
"AT1G02150",FALSE,"epidermis early",0.0763912229844217,0.0478764086596112
"AT1G02160",FALSE,"epidermis early",0.493219154486423,0.388140838094109
"AT1G02170",FALSE,"hair cells ERS+",0.513827310184068,0.482917090343313
"AT1G02180",FALSE,"epidermis early",0.040511245870262,0.0176247738398024
"AT1G02190",FALSE,"protoxylem early",0.0155361144171221,0.0042120326589748
"AT1G02205",FALSE,"endodermis ERS+",0.103405754977017,0.0564753060693176
"AT1G02220",FALSE,"cortex ERS+",0.230444252099384,0.20974007761424
"AT1G02230",FALSE,"hair cells ERS+",0.788685305719217,0.616188722357771
"AT1G02250",FALSE,"hair cells ERS-",0.00522721660998652,0.00510782278629627
"AT1G02260",FALSE,"hair cells early",0.0938875879282048,0.0868000836441204
"AT1G02270",FALSE,"endodermis ERS+",0.377727044429054,0.292986528303439
"AT1G02280",FALSE,"xpp ERS+",0.243378947326162,0.233055308974191
"AT1G02290",FALSE,"protophloem ERS+",0.0581785877242331,0.0414067113564207
"AT1G02300",FALSE,"protoxylem ERS+",0.0310868537176722,0.00779987783714899
"AT1G02305",FALSE,"protoxylem ERS+",0.887349779269952,0.881215307224103
"AT1G02310",FALSE,"protoxylem ERS+",0.0809965679514515,0.0147781925104006
"AT1G04103",FALSE,"protoxylem ERS+",0.0107364634272437,0.00556969028711805
"AT1G02330",FALSE,"protoxylem ERS+",0.56563936313567,0.326599378927269
"AT1G02335",FALSE,"protoxylem ERS-",3.84964824224007,3.18255711359864
"AT1G02340",FALSE,"hair cells ERS+",0.520726492601131,0.246122733413119
"AT1G02350",FALSE,"epidermis early",0.0263651731032779,0.0144721599635421
"AT1G02360",FALSE,"root cap tip",0.728160933669617,0.48695891683114
"AT1G02370",FALSE,"epidermis early",0.0902714426922855,0.00966256249698788
"AT1G02380",FALSE,"protophloem ERS+",0.0677508586843314,0.0448757228737197
"AT1G02390",FALSE,"root cap early",0.143209820800669,0.0651968384438589
"AT1G02400",FALSE,"metaxylem ERS+",0.738560243938543,0.261943202435325
"AT1G02405",FALSE,"metaxylem ERS+",0.0238689081288156,0.0129060476354096
"AT1G02410",FALSE,"hair cells early",0.283335517109733,0.281950684753731
"AT1G02420",FALSE,"ppp ERS+",0.003419036237678,0.00206254771075875
"AT1G04117",FALSE,"protophloem ERS+",0.00732871067296836,0.00528231653780553
"AT1G02430",FALSE,"non-hair cells",0.11541121138965,0.104470056734203
"AT1G04123",FALSE,"protoxylem early",0.00179128695002238,0.00109145346198265
"AT1G02440",FALSE,"non-hair cells",0.0213084526953103,0.0134505808321939
"AT1G02450",FALSE,"protoxylem ERS+",0.149171086451107,0.102695792277113
"AT1G02460",FALSE,"xpp ERS+",0.181839572726615,0.103622071185296
"AT1G02470",FALSE,"metaxylem ERS+",0.00682101544188648,0.00457631119044189
"AT1G02475",FALSE,"columella",0.151770642769158,0.0621253707302292
"AT1G02490",FALSE,"epidermis early",0.00621944267382103,0.000302948734331021
"AT1G02500",FALSE,"xpp ERS-",2.90960247186058,2.5738529405479
"AT1G02510",FALSE,"endodermis ERS+",0.00125442138881999,0.000953794271088636
"AT1G02520",FALSE,"columella",0.603690684640235,0.489006515292615
"AT1G02530",FALSE,"columella",0.0300436744410332,0.00625280670778734
"AT1G02560",FALSE,"epidermis early",0.439439987932263,0.363915267809104
"AT1G02570",FALSE,"hair cells ERS-",0.278929296109353,0.112033856775451
"AT1G02575",FALSE,"hair cells ERS-",0.032670633898136,0.00802640823219761
"AT1G02580",FALSE,"non-hair cells",0.039004539768455,0.0187470034151188
"AT1G02610",FALSE,"hair cells ERS+",0.670240461794621,0.608289022739721
"AT1G02640",FALSE,"protoxylem early",2.44611442878277,1.30015912911849
"AT1G02650",FALSE,"protoxylem early",0.103640237827266,0.0283317260603024
"AT1G02660",FALSE,"procambium ERS+",0.137549026010676,0.0951464256802017
"AT1G02670",FALSE,"columella",0.0484870637689881,0.0174313895688974
"AT1G02680",FALSE,"epidermis early",0.229127770065332,0.216804214179255
"AT1G02690",FALSE,"epidermis early",0.338471504932126,0.159089617390272
"AT1G02700",FALSE,"metaphloem ERS+",0.0596972897467007,0.0549575302074803
"AT1G02705",FALSE,"metaphloem ERS-",0.35211928337412,0.253122293655872
"AT1G02720",FALSE,"metaxylem ERS-",0.48582068990621,0.448918635731294
"AT1G02730",FALSE,"root cap early",0.0627427266128297,0.047945346455176
"AT1G02740",FALSE,"columella",0.100850620347166,0.0783769113684533
"AT1G02750",FALSE,"ppp ERS+",0.451124099732531,0.436530572580637
"AT1G02770",FALSE,"columella",0.0619645984969454,0.00272520481134103
"AT1G02780",FALSE,"epidermis early",3.66664220784506,3.27488538238117
"AT1G02800",FALSE,"xpp ERS+",0.000600094907982383,0.000432974529032347
"AT1G02810",FALSE,"root cap early",0.335833952325984,0.215696470410053
"AT1G02813",FALSE,"endodermis ERS-",0.00183629018366732,0.000721252525690723
"AT1G02816",FALSE,"hair cells ERS+",0.638116852532404,0.621453265849626
"AT1G02820",FALSE,"border cells",0.211189742102991,0.0239572568272336
"AT1G02830",FALSE,"epidermis early",0.00256909622559648,0.000296928595437788
"AT1G02840",FALSE,"epidermis early",0.655537501230403,0.545422953593711
"AT1G02850",FALSE,"cortex ERS+",0.649318975474797,0.236199472225523
"AT1G02860",TRUE,"protoxylem ERS+",2.15014704671077,0.886063329584795
"AT1G02870",FALSE,"epidermis early",0.885347997750277,0.333481229530288
"AT1G02880",FALSE,"root cap tip",0.883791014410274,0.78144500400302
"AT1G02890",FALSE,"columella",0.0945518567351059,0.0878911813156595
"AT1G02900",FALSE,"endodermis ERS-",1.18690785099585,1.12775782937628
"AT1G02910",FALSE,"protoxylem ERS+",0.115652649868784,0.109177719580176
"AT1G02920",FALSE,"root cap tip",0.612959136986323,0.515104713985435
"AT1G02930",FALSE,"root cap tip",0.638224767221366,0.283848522958094
"AT1G02950",FALSE,"protophloem ERS-",0.306891432637374,0.0758525896773675
"AT1G02960",FALSE,"protoxylem early",0.103030694397807,0.0997884521707538
"AT1G02970",FALSE,"epidermis early",0.0404804265573463,0.036691915655038
"AT1G02980",FALSE,"procambium ERS+",0.101656529546421,0.0972652066978776
"AT1G02990",FALSE,"root cap tip",0.0999657906976814,0.092680627020573
"AT1G03000",FALSE,"protoxylem early",0.0769100317987623,0.0716278398735851
"AT1G03010",FALSE,"metaxylem ERS-",0.248402773796291,0.15720102067178
"AT1G03020",FALSE,"root cap tip",0.00125415160093313,0.000377075835115893
"AT1G03030",FALSE,"hair cells early",0.18027942973847,0.141806707579544
"AT1G03040",FALSE,"endodermis ERS+",0.87563568904688,0.599369175135324
"AT1G03050",FALSE,"non-hair cells",0.000175573241788543,0.000135859138685472
"AT1G03060",FALSE,"hair cells ERS-",0.333925129562704,0.309374059895554
"AT1G03070",FALSE,"root cap lateral",0.47344408592377,0.263571646646899
"AT1G03080",TRUE,"protoxylem ERS+",1.31465960672571,0.613246908623862
"AT1G03090",TRUE,"protoxylem ERS+",1.5747851966824,0.595992434960475
"AT1G03100",FALSE,"epidermis early",0.0191236191325909,0.00655857451122095
"AT1G04163",FALSE,"protoxylem ERS+",0.012290810089169,0.00782932375645447
"AT1G03103",FALSE,"protoxylem ERS+",0.0347313308620824,0.0129057304148011
"AT1G03106",FALSE,"hair cells ERS+",0.0283411703403003,0.0260385453872936
"AT1G03110",FALSE,"epidermis early",0.345100582743548,0.104815936140842
"AT1G03120",FALSE,"metaxylem ERS-",0.0101183404785927,0.00766651775896296
"AT1G03130",FALSE,"metaphloem ERS+",0.173110162997892,0.0329537767266248
"AT1G03140",FALSE,"epidermis early",0.316151415503151,0.303864869381022
"AT1G03150",FALSE,"epidermis early",0.579871245502618,0.57426281948718
"AT1G03160",FALSE,"xpp ERS+",0.0229204592489032,0.022006355482743
"AT1G03165",FALSE,"ppp ERS+",0.00282919893607146,0.00241861000781808
"AT1G03170",FALSE,"protophloem ERS+",0.0417863282270348,0.00700982671171855
"AT1G03180",FALSE,"epidermis early",0.141166848823355,0.128564925070153
"AT1G03190",FALSE,"root cap early",0.105551014287103,0.104312162794323
"AT1G03200",FALSE,"hair cells ERS+",0.037964460498516,0.0349163803387207
"AT1G03210",FALSE,"epidermis early",0.291901886831493,0.254337939625969
"AT1G03220",FALSE,"border cells",3.88818164851139,3.70359357380066
"AT1G03230",FALSE,"root cap tip",2.27198742544406,1.96408871962406
"AT1G03240",FALSE,"columella",0.0577068821855299,0.0517633154921465
"AT1G03250",FALSE,"xpp ERS+",0.173252847989084,0.168869582716778
"AT1G03260",FALSE,"hair cells early",0.235133850577526,0.178336655391569
"AT1G03270",FALSE,"columella",0.0834722029809508,0.0780545736885853
"AT1G03280",FALSE,"columella",0.184212461376457,0.149616494940031
"AT1G03290",FALSE,"columella",0.393532799101087,0.348616800738294
"AT1G03300",FALSE,"epidermis early",0.00268132742242694,0.00129491990265915
"AT1G03310",FALSE,"protophloem ERS+",0.045213376879067,0.0227463226520771
"AT1G03330",FALSE,"epidermis early",0.783257461359024,0.656237914488478
"AT1G03340",FALSE,"endodermis ERS+",0.00122476245027264,0.00119650082264485
"AT1G03350",FALSE,"metaxylem ERS-",0.53060954907399,0.494023975151893
"AT1G03360",FALSE,"epidermis early",0.453253100377736,0.116173475410269
"AT1G03365",FALSE,"metaphloem ERS+",0.147888888666922,0.138675828092312
"AT1G03370",FALSE,"hair cells ERS+",0.213828901069052,0.21173403730827
"AT1G03380",FALSE,"metaphloem ERS+",0.106961783288105,0.105866449561484
"AT1G03400",FALSE,"metaphloem ERS+",0.00523075937993073,0.0037065492043015
"AT1G03410",FALSE,"non-hair cells",0.394421211799876,0.266807164225801
"AT1G04183",FALSE,"protoxylem early",0.259298104681515,0.228202874697623
"AT1G03430",FALSE,"endodermis ERS+",0.103232906485774,0.0911429963383615
"AT1G03440",FALSE,"endodermis ERS+",0.0215372763180313,0.0167141535301766
"AT1G03445",FALSE,"protoxylem early",0.218188747419577,0.0882481800305153
"AT1G03457",FALSE,"cortex ERS+",0.203014310074495,0.112527393843975
"AT1G03470",FALSE,"root cap early",0.11713605191032,0.103296265954788
"AT1G03475",FALSE,"epidermis early",0.191914478918846,0.184456391293714
"AT1G04187",FALSE,"protoxylem ERS+",0.0048545426375904,0.00413024109009179
"AT1G04193",FALSE,"metaphloem ERS+",0.00864893457779529,0.00842702778228714
"AT1G03510",FALSE,"epidermis early",0.0159254695921051,0.00833138368044853
"AT1G03520",FALSE,"protoxylem ERS+",0.215998251184992,0.084895052841457
"AT1G03530",FALSE,"epidermis early",0.0934234303586431,0.016512262065001
"AT1G03540",FALSE,"epidermis early",0.00094924390948641,0.00068893201097127
"AT1G03550",FALSE,"hair cells ERS-",0.494838530200489,0.229730871617224
"AT1G03545",FALSE,"epidermis early",0.011566319964566,0.00358060874785142
"AT1G03560",FALSE,"epidermis early",0.0382281908940504,0.0361369229440679
"AT1G03590",FALSE,"cortex ERS+",0.5238216574409,0.467399432458987
"AT1G03600",FALSE,"epidermis early",0.0578066682170905,0.0555458863358691
"AT1G03610",FALSE,"protoxylem ERS+",0.693426623638661,0.384676804678832
"AT1G03620",FALSE,"metaphloem ERS+",0.0149525685488737,0.0134194242944243
"AT1G03650",FALSE,"epidermis early",0.135119272003173,0.0370539576513596
"AT1G03660",FALSE,"border cells",0.0417643499150101,0.0122074521910354
"AT1G03680",FALSE,"columella",0.198677716496799,0.128952134749944
"AT1G03687",FALSE,"epidermis early",0.160329819881851,0.102381539186605
"AT1G03700",FALSE,"endodermis ERS+",0.0484093580697106,0.00323534642640159
"AT1G03710",FALSE,"hair cells ERS-",0.0080326647838526,0.00758686429725015
"AT1G03720",FALSE,"procambium ERS-",0.00190125316549884,0.000355350359165315
"AT1G03730",FALSE,"hair cells ERS+",0.433504640420606,0.310445811766169
"AT1G03740",FALSE,"root cap tip",0.400144093063173,0.311152277655646
"AT1G03750",FALSE,"protoxylem ERS+",0.0641461383115266,0.0617990688935884
"AT1G03760",FALSE,"epidermis early",0.173010677142037,0.1119791700837
"AT1G03770",FALSE,"xpp ERS+",0.126457430063834,0.11440724844505
"AT1G03780",FALSE,"root cap early",0.0448893895886412,0.0245985133986827
"AT1G03790",TRUE,"endodermis ERS+",1.25788521932216,0.5421624399425
"AT1G03800",FALSE,"endodermis ERS+",0.0740329648124151,0.0348077144210174
"AT1G03820",FALSE,"protoxylem early",0.500620794155678,0.281535490787637
"AT1G03830",FALSE,"epidermis early",0.0642195565599623,0.0390798269923955
"AT1G03840",FALSE,"xpp ERS+",0.186000507538553,0.0929334715182279
"AT1G03850",TRUE,"hair cells ERS+",1.62249612094934,0.737719664189406
"AT1G03860",FALSE,"epidermis early",1.20932593769944,0.992657905843907
"AT1G03870",FALSE,"cortex ERS-",2.55453180353122,1.30125993075612
"AT1G03880",FALSE,"hair cells early",0.00133650565904778,0.00117951971728219
"AT1G03890",FALSE,"endodermis ERS+",0.000409508404821532,0.000261083811145616
"AT1G03900",FALSE,"protoxylem early",1.67976331564409,1.44543833628205
"AT1G03905",FALSE,"endodermis ERS+",0.155697629129418,0.140162331419483
"AT1G03910",FALSE,"protophloem ERS+",0.333790945486147,0.291313974512515
"AT1G03920",FALSE,"protoxylem ERS+",0.431299575149337,0.21264080717861
"AT1G03930",FALSE,"metaxylem ERS+",0.083104602654694,0.074413899582337
"AT1G04223",FALSE,"protophloem ERS+",0.0209746423841697,0.0193121795675848
"AT1G03940",FALSE,"hair cells ERS-",0.00265842225606766,0.00136272981553008
"AT1G04227",FALSE,"metaxylem ERS-",0.00522334479185385,0.00405031828423721
"AT1G03950",FALSE,"hair cells ERS-",0.193291218888687,0.13845257621105
"AT1G03960",FALSE,"ppp ERS+",0.053577800392866,0.0387324849685072
"AT1G03970",FALSE,"columella",0.314773708550044,0.266533680672952
"AT1G04233",FALSE,"ppp ERS+",0.00287164840358472,0.00209303472319112
"AT1G03980",FALSE,"root cap early",0.00445233393012874,0.00374982255784796
"AT1G03982",FALSE,"protophloem ERS+",0.0061284710868383,0.00505551780807223
"AT1G03990",FALSE,"protoxylem early",0.00713493034579887,0.0050569414879683
"AT1G04000",FALSE,"endodermis ERS+",0.376362806926836,0.372222955502628
"AT1G04010",FALSE,"root cap early",0.0704288374922985,0.0612718128278634
"AT1G04020",FALSE,"epidermis early",0.0802282489365181,0.0727470568443358
"AT1G04030",FALSE,"columella",0.0557644538973317,0.0282029799488572
"AT1G04040",FALSE,"hair cells early",2.89934975578324,2.69776425199972
"AT1G04050",FALSE,"columella",0.0431911943990075,0.0348785575455463
"AT1G04070",FALSE,"epidermis early",0.362335148483639,0.292970491027967
"AT1G04080",FALSE,"epidermis early",0.321307895522792,0.236144639295235
"AT1G04090",FALSE,"protoxylem early",0.0243918525056382,0.00923793114188883
"AT1G04100",FALSE,"protoxylem ERS+",0.333189449835365,0.261342175503868
"AT1G04105",FALSE,"border cells",0.00310731641182637,0.00101954638751146
"AT1G04110",FALSE,"protoxylem early",0.00346396888396807,0.0018929122760255
"AT1G04120",FALSE,"endodermis ERS+",0.572050978500419,0.466913563071377
"AT1G04243",FALSE,"protoxylem early",0.0084000964829578,0.000298253169439133
"AT1G04130",FALSE,"epidermis early",0.159877599982045,0.0885873219361122
"AT1G04140",FALSE,"protoxylem early",0.427227770941792,0.301423881536727
"AT1G04150",FALSE,"epidermis early",0.00255561745552012,0.000727409846025879
"AT1G04160",FALSE,"hair cells ERS-",0.170094036996,0.0918047571734711
"AT1G04170",FALSE,"epidermis early",0.707859426524217,0.531470800516187
"AT1G04180",FALSE,"columella",0.352128351154448,0.313536808088422
"AT1G04190",FALSE,"epidermis early",0.427597750615948,0.270263032465327
"AT1G04200",FALSE,"hair cells ERS-",0.159084954565797,0.150427453437499
"AT1G04210",FALSE,"epidermis early",0.166350519734389,0.153104586432807
"AT1G04247",FALSE,"cortex ERS+",0.00462821955337506,0.00398695677195736
"AT1G04230",FALSE,"protoxylem ERS+",0.154244909439191,0.0965664603160022
"AT1G04240",FALSE,"procambium ERS-",0.686218829762766,0.368050951384427
"AT1G04250",FALSE,"columella",2.8490539012872,2.6426675508219
"AT1G04260",FALSE,"columella",0.310304525135912,0.246171077896045
"AT1G04270",FALSE,"epidermis early",2.69884245775698,2.26495428391953
"AT1G04280",FALSE,"hair cells ERS-",0.422487999530547,0.255770777146526
"AT1G04290",FALSE,"columella",0.555960299916927,0.513284922295261
"AT1G04295",FALSE,"protoxylem early",0.0447069534233101,0.0269799247548507
"AT1G04300",FALSE,"ppp ERS+",0.253139144776869,0.236807176543533
"AT1G04310",FALSE,"protophloem ERS+",0.194186452401601,0.161200388399274
"AT1G04330",FALSE,"protophloem ERS+",0.24100802665887,0.232873272473056
"AT1G04340",FALSE,"epidermis early",0.726554600455022,0.707011785169562
"AT1G04350",FALSE,"cortex ERS+",0.000515404567844771,0.000464492349703869
"AT1G04360",FALSE,"epidermis early",0.0418675452515628,0.0130257357940837
"AT1G04370",FALSE,"endodermis ERS-",0.00427594300795036,0.00254207555517084
"AT1G04380",FALSE,"ppp ERS-",0.00134994600327649,0.00129479224049877
"AT1G04390",FALSE,"protophloem ERS+",0.0639339815228669,0.0529166052793129
"AT1G04400",FALSE,"cortex ERS+",0.774100922746853,0.605917297940797
"AT1G04410",FALSE,"cortex ERS-",2.63818187297595,2.62619017092672
"AT1G04420",FALSE,"epidermis early",0.0529143366520786,0.0313652944299777
"AT1G04425",FALSE,"epidermis early",0.0231968183317117,0.00863503375253683
"AT1G04430",FALSE,"protoxylem early",0.724917486102547,0.636581102746592
"AT1G04440",FALSE,"endodermis ERS+",0.613598373243971,0.434350795689117
"AT1G04445",FALSE,"protophloem ERS+",0.0446662619375381,0.0367020026151005
"AT1G04470",FALSE,"metaxylem ERS+",0.00396599864917432,0.00243140077271554
"AT1G04263",FALSE,"metaphloem ERS-",0.00287248724502838,0.00207677331151292
"AT1G04480",FALSE,"epidermis early",2.24991953717087,1.68661533928245
"AT1G04277",FALSE,"xpp ERS+",0.000244591978154901,0.000150379829366569
"AT1G04490",FALSE,"cortex ERS+",0.173159558085197,0.15943223637703
"AT1G04500",FALSE,"protoxylem ERS+",0.00338239883454339,0.00218459353567661
"AT1G04510",FALSE,"epidermis early",0.30404453046895,0.20636642275503
"AT1G04520",FALSE,"cortex ERS+",0.103466578515343,0.0868154547645975
"AT1G04530",FALSE,"cortex ERS+",0.209746702845366,0.204251674703534
"AT1G04540",FALSE,"protoxylem ERS-",0.0217382648811895,0.00863818764822013
"AT1G04550",FALSE,"procambium ERS-",0.458874114415483,0.262603146909335
"AT1G04555",FALSE,"protoxylem ERS-",0.336994873281897,0.299157574315544
"AT1G04560",FALSE,"epidermis early",0.00760467039607195,0.00704609186534806
"AT1G04570",FALSE,"protoxylem ERS+",0.033731724340293,0.0152495558819976
"AT1G04580",FALSE,"epidermis early",0.00466482730843226,0.00265514471447054
"AT1G04590",FALSE,"epidermis early",0.341907094753866,0.139162406023657
"AT1G04600",FALSE,"columella",0.0737767629222028,0.0146748430504017
"AT1G04610",TRUE,"columella",1.81775883403408,0.270524386504446
